id:ID,name,:LABEL,parent
b0_c11_240,primary angle-closure glaucoma,别名,b0_c0_311
b0_c11_241,PACG,别名,b0_c0_311
b0_c11_242,primary angle-closure disease,别名,b0_c11_238
b0_c11_243,PACD,别名,b0_c11_238
b0_c11_244,房水流出受阻,疾病,b0_c0_311
b0_c11_245,周边虹膜与小梁网接触,病因,b0_c11_238
b0_c11_246,虹膜构型,解剖结构,
b0_c11_248,周边虹膜组织,解剖结构,b0_c11_244
b0_c11_249,前房角偏窄,解剖结构,
b0_c11_250,预防性周边虹膜切除术,手术,b0_c4_823
b0_c11_251,治疗性周边虹膜切除术,手术,b0_c4_823
b0_c11_252,眼压正常,症状和体征,b0_c11_238
b0_c11_253,虹膜萎缩,症状和体征,b0_c1_464
b0_c11_255,晶状体的青光眼斑,症状和体征,b0_c11_238
b0_c11_256,急性眼压升高的提示征,症状和体征,b0_c11_238
b0_c11_257,急性大发作,症状和体征,
b0_c11_258,邯郸眼病研究,诊断方案,
b0_c11_259,中国青光眼指南（2020年）,诊断方案,
b0_c11_260,临床分期,诊断方案,b0_c0_311
b0_c11_261,全国多中心、随机对照的前瞻性临床研究,诊断方案,
b0_c11_262,阻止青光眼的发作,预后情况,b0_c0_311
b0_c11_263,亚洲地区,多发人群,b0_c0_311
b0_c11_264,印度,多发人群,b0_c0_311
b0_c11_265,东南亚,多发人群,b0_c0_311
b0_c11_266,欧美,多发人群,b0_c0_311
b0_c11_267,非洲,多发人群,b0_c0_311
b0_c11_268,中东地区,多发人群,b0_c0_311
b0_c11_270,40岁以上,多发人群,b0_c0_311
b0_c11_271,50~70岁,多发人群,b0_c0_311
b0_c11_272,30岁以下,多发人群,b0_c0_311
b0_c11_273,视野损害,疾病,b0_c0_79
b0_c11_274,周边虹膜前粘连,疾病,b0_c11_227
b0_c11_275,青光眼性视盘改变,疾病,b0_c0_311
b0_c11_276,视野损伤,疾病,b0_c0_311
b0_c11_277,视神经视野损害,并发症,
b0_c11_278,生理性瞳孔阻滞,病因,b0_c11_241
b0_c11_279,病理性瞳孔阻滞,病因,b0_c11_241
b0_c11_280,眼球解剖结构的异常,疾病,b0_c11_241
b0_c11_281,眼球轴长短,病因,b0_c11_280
b0_c11_282,促发机制,疾病,b0_c11_241
b0_c11_283,情绪波动,病因,b0_c11_282
b0_c11_285,近距离用眼过度,病因,b0_c11_282
b0_c11_286,暗室环境,病因,b0_c11_282
b0_c11_287,自主神经功能紊乱,病因,b0_c11_282
b0_c11_288,交感-副交感系统失去平衡,病因,b0_c11_282
b0_c11_289,睫状肌调节痉挛,病因,b0_c11_282
b0_c11_290,周边虹膜末卷不畅,病因,b0_c11_282
b0_c11_291,眼局部血管舒缩功能失调,病因,b0_c11_282
b0_c11_292,分子生物学的发病机制,病因,b0_c11_241
b0_c11_296,前房较浅,解剖结构,b0_c11_280
b0_c11_297,周边前房,解剖结构,b0_c11_280
b0_c11_298,角膜较小,解剖结构,b0_c11_280
b0_c11_299,晶状体较大较厚,解剖结构,b0_c11_280
b0_c11_300,房角入口狭窄,解剖结构,b0_c11_280
b0_c11_301,高褶虹膜,解剖结构,b0_c11_280
b0_c11_302,睫状突肥厚前旋,解剖结构,b0_c11_280
b0_c11_303,晶状体韧带松弛,解剖结构,b0_c11_280
b0_c11_304,瞳孔扩大,症状和体征,b0_c11_227
b0_c11_306,OCT,诊断方案,b0_c3_258
b0_c11_308,UBM,诊断方案,b0_c11_229
b0_c11_309,神经血管调节功能,诊断方案,b0_c11_241
b0_c11_310,内分泌因子,诊断方案,b0_c11_241
b0_c11_311,精神心理因素,诊断方案,b0_c11_241
b0_c11_312,粘连,并发症,b0_c11_241
b0_c11_313,堵塞,并发症,b0_c11_241
b0_c11_314,PAGC,疾病,
b0_c11_316,慢性闭角型青光眼,疾病,b0_c11_314
b0_c11_317,先兆期,疾病,
b0_c11_318,小发作,别名,b0_c11_317
b0_c11_319,不典型发作,别名,b0_c11_317
b0_c11_320,典型大发作,别名,b0_c11_257
b0_c11_321,相对性瞳孔阻滞,病因,b0_c3_39
b0_c11_322,虹膜膨隆,解剖结构,b0_c3_39
b0_c11_323,窄房角,解剖结构,b0_c3_39
b0_c11_325,浅前房,解剖结构,b0_c0_79
b0_c11_326,短眼轴,解剖结构,b0_c8_537
b0_c11_327,视盘正常,解剖结构,b0_c11_317
b0_c11_328,前房很浅,解剖结构,b0_c11_257
b0_c11_329,房角重新开放,解剖结构,
b0_c11_330,眼胀,症状和体征,b0_c3_37
b0_c11_333,视物蒙雾状,症状和体征,
b0_c11_335,轻度眼部酸胀,症状和体征,b0_c11_317
b0_c11_337,角膜上皮水肿,症状和体征,b0_c11_317
b0_c11_338,瞳孔迟钝,症状和体征,b0_c11_317
b0_c11_339,视网膜中央动脉搏动,症状和体征,b0_c11_317
b0_c11_340,眼压30~50mmHg,症状和体征,b0_c11_317
b0_c11_345,雾状混浊,症状和体征,b0_c11_257
b0_c11_346,竖椭圆形瞳孔,症状和体征,b0_c11_257
b0_c11_347,对光反射消失,症状和体征,b0_c20_645
b0_c11_348,眼部刺激征,症状和体征,b0_c11_257
b0_c11_349,眼球坚硬如石,症状和体征,b0_c11_257
b0_c11_350,眼压50mmHg以上,症状和体征,b0_c11_257
b0_c11_351,眼压80mmHg以上,症状和体征,b0_c11_257
b0_c11_352,虹膜色素颗粒沉着,症状和体征,b0_c11_257
b0_c11_353,色素性KP,症状和体征,b0_c11_257
b0_c11_355,虹膜水肿,症状和体征,b0_c11_257
b0_c11_356,虹膜隐窝消失,症状和体征,b0_c11_257
b0_c11_357,虹膜色素脱落,症状和体征,b0_c11_257
b0_c11_358,虹膜扁形萎缩,症状和体征,b0_c11_257
b0_c11_359,晶状体前囊下灰白色斑点状混浊,症状和体征,b0_c11_257
b0_c11_360,青光眼斑,症状和体征,b0_c11_257
b0_c11_361,三联征,症状和体征,
b0_c11_362,虹膜节段性萎缩,症状和体征,
b0_c11_363,小梁网色素黏着,症状和体征,
b0_c11_364,纤维素性渗出,症状和体征,
b0_c11_365,急性发作,并发症,b0_c0_79
b0_c11_366,局部粘连,并发症,
b0_c11_367,慢性进展期,疾病,b0_c8_1162
b0_c11_368,间歇缓解期,疾病,b0_c8_1162
b0_c11_369,绝对期,疾病,b0_c11_367
b0_c11_370,房角粘连,病因,b0_c11_316
b0_c11_372,眼压控制,注意事项,b0_c11_365
b0_c11_373,眼压回升,症状和体征,b0_c11_370
b0_c11_374,静脉充盈,症状和体征,b0_c3_529
b0_c11_375,视网膜出血斑点,症状和体征,b0_c12_269
b0_c11_376,视盘充血,症状和体征,b0_c15_368
b0_c11_377,视网膜水肿,症状和体征,b0_c0_81
b0_c11_378,视盘苍白,症状和体征,b0_c0_81
b0_c11_379,视盘凹陷,症状和体征,b0_c3_37
b0_c11_380,视盘萎缩,症状和体征,b0_c15_705
b0_c11_381,视野受损,症状和体征,b0_c11_367
b0_c11_382,凹陷性萎缩,症状和体征,b0_c11_316
b0_c11_385,房角狭窄,症状和体征,b0_c11_316
b0_c11_387,药物控制,基础治疗,b0_c11_368
b0_c11_388,房水C值,诊断方案,b0_c11_368
b0_c11_390,视野正常,预后情况,b0_c11_365
b0_c11_391,个体易感性,多发人群,b0_c8_1162
b0_c11_392,血管神经反应性,多发人群,b0_c8_1162
b0_c11_393,50岁左右男性,多发人群,b0_c11_316
b0_c11_394,视网膜中央静脉阻塞性出血,并发症,
b0_c11_395,青光眼性视盘损害,疾病,b0_c11_316
b0_c11_396,青光眼性视野损害,疾病,b0_c11_316
b0_c11_397,点状粘连,疾病,b0_c11_316
b0_c11_399,眼轴短,病因,b0_c11_316
b0_c11_400,房角窄,病因,b0_c11_316
b0_c11_401,晶状体厚,病因,b0_c11_316
b0_c11_402,解剖变异,病因,b0_c11_316
b0_c11_403,瞳孔阻滞因素,病因,b0_c11_316
b0_c11_404,非瞳孔阻滞因素,病因,b0_c11_316
b0_c11_406,视野,解剖结构,b0_c11_316
b0_c11_407,嵴突,解剖结构,b0_c11_316
b0_c11_409,40~50mmHg,症状和体征,b0_c11_316
b0_c11_411,急性虹膜睫状体炎,疾病,b0_c20_451
b0_c11_412,脑血管意外,疾病,b0_c3_39
b0_c11_414,急性胃肠炎,疾病,b0_c3_39
b0_c11_416,POAG,疾病,b0_c3_37
b0_c11_417,PACS,疾病,b0_c11_438
b0_c11_418,PAC,疾病,b0_c11_438
b0_c11_419,闭角型青光眼解剖结构,解剖结构,
b0_c11_420,房角正常,解剖结构,b0_c11_411
b0_c11_421,功能小梁网,解剖结构,b0_c11_435
b0_c11_422,虹膜后的后房,解剖结构,b0_c11_308
b0_c11_424,前部玻璃体,解剖结构,b0_c13_384
b0_c11_426,前房深度正常,症状和体征,b0_c11_411
b0_c11_429,鼻根部酸胀不适,症状和体征,b0_c11_368
b0_c11_430,小梁网色素沉着,症状和体征,b0_c11_229
b0_c11_431,Schlemm 管充血,症状和体征,b0_c11_435
b0_c11_432,山莨菪碱,药品,b0_c14_280
b0_c11_434,房角检查,诊断方案,b0_c3_39
b0_c11_435,坐位的前房角镜,诊断方案,b0_c11_434
b0_c11_436,前节 OCT,诊断方案,b0_c11_434
b0_c11_437,仰卧位的 UBM,诊断方案,b0_c11_434
b0_c11_438,PAC 分类体系,诊断方案,
b0_c11_439,中华医学会眼科分会青光眼学组,多发人群,
b0_c11_441,脉络膜膨胀型,疾病,b0_c8_1162
b0_c11_442,血液容量增加,病因,b0_c11_441
b0_c11_445,前房压力,解剖结构,b0_c11_441
b0_c11_446,晶状体虹膜隔,解剖结构,b0_c11_441
b0_c11_447,自然病程,诊断方案,b0_c8_1162
b0_c11_448,匹罗卡品,别名,b0_c4_463
b0_c11_450,定期随访,注意事项,b0_c11_316
b0_c11_451,临床前期眼,发病部位,b0_c11_241
b0_c11_452,周边虹膜切除术,手术,b0_c3_39
b0_c11_453,peripheral iridectomy,手术,b0_c11_452
b0_c11_454,激光周边虹膜切除术,手术,b0_c11_241
b0_c11_455,laser peripheral iridotomy,手术,b0_c11_454
b0_c11_457,pilocarpine,药品,b0_c4_463
b0_c11_458,0.5%~1%,药物治疗,b0_c22_249
b0_c11_459,2~3次/d,药物治疗,b0_c4_463
b0_c11_460,预防性滴用缩瞳剂,药物治疗,b0_c11_461
b0_c11_461,预防发作,基础治疗,b0_c11_241
b0_c11_462,急性发作眼,疾病,
b0_c11_464,心功能不全,疾病,b0_c11_462
b0_c11_465,肾功能不全,疾病,b0_c11_462
b0_c11_466,电解质紊乱,疾病,b0_c11_462
b0_c11_467,laser peripheral iridoplasty,别名,b0_c11_471
b0_c11_468,房角功能,解剖结构,b0_c11_462
b0_c11_469,视网膜视神经组织,解剖结构,
b0_c11_471,激光周边虹膜成形术,手术,b0_c3_39
b0_c11_472,前房穿刺术,手术,b0_c14_176
b0_c11_473,滤过性手术,手术,b0_c11_316
b0_c11_474,小梁切除术,手术,b0_c11_316
b0_c11_475,晶状体摘除联合房角分离术,手术,b0_c11_316
b0_c11_476,眼内引流手术,手术,b0_c8_1162
b0_c11_477,眼外引流手术,手术,b0_c7_1287
b0_c11_479,前房纤维素性渗出,症状和体征,b0_c11_462
b0_c11_481,炎症水肿,症状和体征,b0_c11_503
b0_c11_482,眼部组织水肿,症状和体征,b0_c11_462
b0_c11_483,1% 毛果芸香碱,药品,
b0_c11_484,甘油,药品,
b0_c11_485,山梨醇,药品,
b0_c11_486,甘露醇,药品,
b0_c11_487,20%甘露醇溶液,药品,
b0_c11_488,乙酰唑胺,药品,b0_c15_170
b0_c11_489,醋氮酰胺,药品,
b0_c11_490,甲羟胺,药品,
b0_c11_491,2% 杜塞酰胺,药品,
b0_c11_492,1% 布林佐胺,药品,
b0_c11_493,0.2% 或 0.15% 溴莫尼定,药品,
b0_c11_494,0.5% 嘌吗洛尔,药品,
b0_c11_495,0.25% 倍他洛尔,药品,
b0_c11_496,2% 卡替洛尔,药品,
b0_c11_497,0.3% 美替洛尔,药品,
b0_c11_498,0.5% 左布诺洛尔,药品,
b0_c11_499,维生素 E,药品,
b0_c11_500,维生素 C,药品,
b0_c11_501,保护视神经,药物治疗,b0_c11_462
b0_c11_502,抗炎药物,药物治疗,b0_c11_462
b0_c11_503,皮质类固醇制剂,药物治疗,b0_c11_462
b0_c11_504,高渗脱水剂,药物治疗,b0_c8_537
b0_c11_505,房水生成抑制剂,药物治疗,b0_c11_462
b0_c11_506,碳酸酐酶抑制剂,药物治疗,b0_c8_1162
b0_c11_507,α 肾上腺素受体激动剂,药物治疗,
b0_c11_508,β 肾上腺素受体阻滞剂,药物治疗,b0_c11_229
b0_c11_510,自由基清除剂,药物治疗,b0_c11_462
b0_c11_512,α 受体激动剂,药物治疗,b0_c8_1162
b0_c11_513,β 受体阻滞剂,药物治疗,b0_c20_965
b0_c11_514,促进房水引流,基础治疗,b0_c11_462
b0_c11_515,减少房水生成,基础治疗,b0_c0_79
b0_c11_516,高渗脱水,基础治疗,b0_c11_462
b0_c11_518,手术并发症,疾病,b0_c11_462
b0_c11_519,滤过泡纤维瘢痕化,疾病,b0_c11_462
b0_c11_520,慢性进展期眼,疾病,
b0_c11_523,病理类型,疾病,
b0_c11_524,视网膜视神经,解剖结构,b0_c0_79
b0_c11_525,加强随访,注意事项,b0_c11_316
b0_c11_526,避免眼球摘除,注意事项,b0_c8_1339
b0_c11_527,激光周边虹膜切开术,手术,b0_c3_39
b0_c11_528,白内障摘除手术,手术,b0_c3_39
b0_c11_530,眼外引流的滤过性手术,手术,b0_c8_1339
b0_c11_531,减少房水生成的睫状体手术,手术,b0_c8_1339
b0_c11_532,引流房水功能受损,症状和体征,b0_c11_316
b0_c11_533,局部降眼压药,药物治疗,b0_c11_316
b0_c11_534,软性角膜接触镜,辅助治疗,b0_c1_464
b0_c11_535,神经保护治疗,辅助治疗,b0_c0_79
b0_c11_536,高眼压性青光眼,疾病,b0_c11_239
b0_c11_538,甲状腺功能减退,疾病,b0_c11_149
b0_c11_540,中高度近视眼,疾病,
b0_c11_541,primary open-angle glaucoma,别名,b0_c11_239
b0_c11_542,慢性开角型青光眼,别名,b0_c11_239
b0_c11_543,慢性单纯性青光眼,别名,b0_c11_239
b0_c11_544,遗传学,病因,b0_c11_239
b0_c11_545,病理生理学,病因,b0_c11_239
b0_c11_546,家族倾向性,病因,b0_c11_239
b0_c11_547,病理性高眼压,症状和体征,b0_c11_239
b0_c11_548,21mmHg,症状和体征,b0_c11_547
b0_c11_549,血压异常,症状和体征,b0_c11_150
b0_c11_550,血液流变学异常,症状和体征,b0_c11_150
b0_c11_551,微血管调节异常,症状和体征,b0_c11_150
b0_c11_552,精神紧张,症状和体征,b0_c11_1090
b0_c11_553,焦虑,症状和体征,
b0_c11_554,抑郁,症状和体征,
b0_c11_555,20~60岁,多发人群,b0_c11_239
b0_c11_556,一级血缘亲属,多发人群,b0_c11_546
b0_c11_557,房水引流受阻,病因,b0_c3_37
b0_c11_558,机械性相贴,病因,
b0_c11_559,病理性粘连,病因,
b0_c11_560,小梁组织局部的病变,病因,b0_c3_37
b0_c11_561,小梁内皮细胞活性改变,病因,b0_c11_560
b0_c11_562,细胞密度降低,病因,b0_c11_560
b0_c11_563,小梁束的胶原变性,病因,b0_c11_560
b0_c11_564,小梁板片增厚融合,病因,b0_c11_560
b0_c11_565,细胞外基质异常积蓄,病因,b0_c11_574
b0_c11_566,内皮细胞吞饮泡减少,病因,b0_c11_576
b0_c11_567,小梁后阻滞,病因,b0_c3_37
b0_c11_568,表层巩膜静脉压升高,病因,b0_c11_567
b0_c11_569,眼压调节失控,病因,b0_c11_582
b0_c11_570,多基因或多因素,病因,b0_c3_37
b0_c11_571,小梁前的房角处,解剖结构,
b0_c11_572,小梁途径,解剖结构,b0_c3_37
b0_c11_573,房水外流排出系统,解剖结构,b0_c3_37
b0_c11_574,小梁内间隙,解剖结构,b0_c11_560
b0_c11_575,近小管组织,解剖结构,b0_c11_560
b0_c11_576,Schlemm 管壁,解剖结构,
b0_c11_580,巩膜内集液管,解剖结构,b0_c11_567
b0_c11_581,血管-神经-内分泌,解剖结构,b0_c3_37
b0_c11_582,大脑中枢,解剖结构,b0_c3_37
b0_c11_583,近Schlemm管区,解剖结构,b0_c3_37
b0_c11_584,近小管部,解剖结构,b0_c3_37
b0_c11_585,发病机制尚未阐明,注意事项,b0_c3_37
b0_c11_586,RNFLD,别名,b0_c11_598
b0_c11_587,中心视力,解剖结构,b0_c3_37
b0_c11_589,鼻根部酸痛,症状和体征,b0_c3_37
b0_c11_590,视野缩小,症状和体征,b0_c3_37
b0_c11_591,行动不便,症状和体征,b0_c3_37
b0_c11_593,进行性近视加深,症状和体征,b0_c3_37
b0_c11_595,瞳孔轻度散大,症状和体征,b0_c3_37
b0_c11_596,对光反应迟钝,症状和体征,b0_c3_37
b0_c11_597,相对性传入性瞳孔障碍,症状和体征,b0_c3_37
b0_c11_598,视网膜神经纤维层缺损,症状和体征,b0_c3_37
b0_c11_599,暗色楔形缺损,症状和体征,b0_c3_37
b0_c11_600,盘沿变窄,症状和体征,b0_c3_37
b0_c11_601,视杯切迹,症状和体征,b0_c3_37
b0_c11_602,视盘表面出血,症状和体征,b0_c3_37
b0_c11_603,杯/盘比增大,症状和体征,b0_c3_37
b0_c11_604,乳头色泽淡白,症状和体征,b0_c3_37
b0_c11_605,视网膜中央血管屈膝或爬坡状,症状和体征,b0_c3_37
b0_c11_606,眼压波动,症状和体征,b0_c3_37
b0_c11_607,季节波动,症状和体征,b0_c3_37
b0_c11_608,对比敏感度变化,症状和体征,b0_c3_37
b0_c11_609,形态变化,症状和体征,b0_c3_37
b0_c11_610,功能变化,症状和体征,
b0_c11_612,弓形缺损,症状和体征,b0_c3_37
b0_c11_613,管状视野,症状和体征,b0_c3_37
b0_c11_614,鼻侧阶梯,症状和体征,b0_c3_37
b0_c11_615,上方缺损,症状和体征,b0_c3_37
b0_c11_616,24小时眼压监测,诊断方案,b0_c3_37
b0_c11_617,视野检测,诊断方案,b0_c3_37
b0_c11_618,青光眼晚期,疾病,
b0_c11_619,完全失明,疾病,
b0_c11_620,Bjerrum暗点,别名,b0_c3_110
b0_c11_622,鼻上方,解剖结构,
b0_c11_623,鼻下方,解剖结构,
b0_c11_624,颞侧,解剖结构,
b0_c11_625,颞侧视野,解剖结构,
b0_c11_629,鼻侧周边缩小,症状和体征,b0_c11_622
b0_c11_630,楔形或扇形的等视线压陷缺损,症状和体征,b0_c11_625
b0_c11_631,向心性缩小,症状和体征,b0_c3_533
b0_c11_632,颞侧视岛,症状和体征,b0_c11_618
b0_c11_633,光阈值的增高,症状和体征,b0_c11_643
b0_c11_634,局部暗点,症状和体征,b0_c11_633
b0_c11_637,电子计算机辅助的标准静态阈值视野检查,诊断方案,
b0_c11_638,蓝黄视野,诊断方案,
b0_c11_639,倍频视野,诊断方案,
b0_c11_640,对比敏感度,诊断方案,
b0_c11_641,静态阈值视野,诊断方案,
b0_c11_642,动态视野检测,诊断方案,
b0_c11_643,可逆性变化,预后情况,
b0_c11_644,高眼压症,疾病,b0_c11_759
b0_c11_645,生理性大杯凹,疾病,
b0_c11_646,近视眼性视盘改变,疾病,
b0_c11_648,角膜曲率半径,解剖结构,b0_c16_785
b0_c11_650,盘沿,解剖结构,b0_c1_96
b0_c11_651,ISNT规律,解剖结构,b0_c1_96
b0_c11_652,房角开放,症状和体征,b0_c3_37
b0_c11_653,眼眶压力,症状和体征,b0_c11_644
b0_c11_654,频域OCT,诊断方案,b0_c0_5
b0_c11_655,Goldmann压平式眼压计,诊断方案,b0_c11_416
b0_c11_656,Schiotz眼压计,诊断方案,b0_c11_655
b0_c11_658,回弹式眼压计,诊断方案,b0_c11_655
b0_c11_659,房水流畅系数,诊断方案,b0_c11_416
b0_c11_660,压畅比,诊断方案,b0_c11_416
b0_c11_661,视神经乳头立体照相,诊断方案,b0_c1_96
b0_c11_662,计算机辅助的眼底视网膜视神经乳头影像分析仪,诊断方案,b0_c1_96
b0_c11_663,偏振光,诊断方案,b0_c0_5
b0_c11_664,激光共焦扫描,诊断方案,b0_c0_5
b0_c11_665,青光眼家族史,多发人群,b0_c11_644
b0_c11_667,近视性眼底改变,疾病,
b0_c11_672,血管系统疾病,疾病,
b0_c11_673,窄角性POAG,疾病,
b0_c11_674,突变基因,病因,b0_c11_730
b0_c11_675,视盘形态,解剖结构,
b0_c11_676,下方视盘最宽,解剖结构,
b0_c11_677,上方视盘,解剖结构,
b0_c11_678,鼻侧视盘,解剖结构,
b0_c11_679,颞侧视盘,解剖结构,
b0_c11_680,中胚叶组织,解剖结构,
b0_c11_681,梳状韧带,解剖结构,
b0_c11_684,视盘盘沿变窄,症状和体征,b0_c0_79
b0_c11_685,杯凹切迹,症状和体征,b0_c0_79
b0_c11_686,RNFLD改变,症状和体征,b0_c0_79
b0_c11_687,进行性改变,症状和体征,b0_c0_79
b0_c11_688,眼球后极部扩张,症状和体征,
b0_c11_689,近视弧扩大,症状和体征,
b0_c11_690,脉络膜萎缩灶,症状和体征,
b0_c11_693,巩膜后葡萄膜过度牵引,症状和体征,
b0_c11_694,颢侧视网膜血管被拉直,症状和体征,b0_c11_693
b0_c11_695,视盘上的血管屈膝和移位,症状和体征,
b0_c11_696,杯凹浅而倾斜,症状和体征,
b0_c11_698,空间/时间对比敏感度下降,症状和体征,
b0_c11_699,辨色力下降,症状和体征,
b0_c11_700,蓝黄色受累,症状和体征,
b0_c11_701,房角关闭粘连,症状和体征,
b0_c11_702,丝状突起,症状和体征,
b0_c11_705,不规则小片状前粘,症状和体征,
b0_c11_706,边界模糊,症状和体征,
b0_c11_707,表面纹理不清,症状和体征,
b0_c11_708,虹膜根部膨隆,症状和体征,
b0_c11_709,心理物理学检查,诊断方案,
b0_c11_710,定期随访检查,诊断方案,
b0_c11_711,图形视网膜电图,诊断方案,b0_c11_712
b0_c11_712,pattern electroretinogram,诊断方案,
b0_c11_713,PERC,诊断方案,
b0_c11_714,明视负波反应,诊断方案,b0_c11_715
b0_c11_715,photopic negative response,诊断方案,
b0_c11_716,PhNR,诊断方案,
b0_c11_717,图形视觉诱发电位,诊断方案,b0_c11_718
b0_c11_718,pattern visual evoked potential,诊断方案,
b0_c11_719,PVEP,诊断方案,
b0_c11_720,多焦视觉诱发电位,诊断方案,b0_c11_721
b0_c11_721,multifocal visual evoked potential,诊断方案,
b0_c11_722,mfVEP,诊断方案,
b0_c11_723,蓝黄视野检查,诊断方案,
b0_c11_724,客观视野,诊断方案,
b0_c11_725,中心静态阈值视野检测,诊断方案,b0_c5_149
b0_c11_728,观察,诊断方案,
b0_c11_729,对比,诊断方案,
b0_c11_730,分子生物学诊断,诊断方案,
b0_c11_731,青光眼阳性家族史,多发人群,
b0_c11_732,POAG易感者,多发人群,b0_c11_674
b0_c11_733,虹膜周边前粘连,疾病,b0_c11_1212
b0_c11_734,房角粘连关闭,并发症,b0_c3_707
b0_c11_735,RCC 丧失,病因,b0_c0_79
b0_c11_736,心血管系统,解剖结构,b0_c11_790
b0_c11_737,呼吸系统,解剖结构,b0_c11_790
b0_c11_738,代谢系统,解剖结构,
b0_c11_739,经济状况,注意事项,b0_c0_79
b0_c11_740,期望寿命,注意事项,b0_c0_79
b0_c11_742,眼压高度,症状和体征,
b0_c11_743,眼压波动规律,症状和体征,
b0_c11_744,视野定量阈值变化,症状和体征,
b0_c11_745,进展速率,症状和体征,
b0_c11_746,视盘形态改变,症状和体征,
b0_c11_747,视网膜视神经血供异常,症状和体征,
b0_c11_748,激光治疗,辅助治疗,b0_c0_79
b0_c11_750,心力衰竭,疾病,b0_c11_759
b0_c11_751,窦性心动过缓,疾病,b0_c11_736
b0_c11_752,房室传导阻滞,疾病,b0_c11_736
b0_c11_754,阻塞性呼吸道疾病,疾病,b0_c11_737
b0_c11_755,过敏,疾病,b0_c11_785
b0_c11_757,地匹福林,药品,b0_c11_789
b0_c11_758,dipivefrin,药品,b0_c11_757
b0_c11_759,噻吗洛尔,药品,b0_c11_790
b0_c11_760,timolol,药品,b0_c11_759
b0_c11_761,倍他洛尔,药品,b0_c11_790
b0_c11_762,betaxolol,药品,b0_c11_761
b0_c11_763,美替洛尔,药品,b0_c11_790
b0_c11_764,metipranolol,药品,b0_c11_763
b0_c11_765,左布诺洛尔,药品,b0_c11_790
b0_c11_766,levobunolol,药品,b0_c11_765
b0_c11_767,卡替洛尔,药品,b0_c11_790
b0_c11_768,carteolol,药品,b0_c11_767
b0_c11_769,杜塞酰胺,药品,b0_c11_506
b0_c11_770,dorzolamide,药品,b0_c11_769
b0_c11_771,布林佐胺,药品,b0_c11_506
b0_c11_772,brinzolamide,药品,b0_c11_771
b0_c11_773,溴莫尼定,药品,b0_c11_990
b0_c11_774,brimonidine,药品,b0_c11_773
b0_c11_775,拉坦前列素,药品,b0_c11_792
b0_c11_776,latanoprost,药品,b0_c11_775
b0_c11_777,曲伏前列素,药品,b0_c11_792
b0_c11_778,travoprost,药品,b0_c11_777
b0_c11_779,贝美前列素,药品,b0_c11_792
b0_c11_780,bimatoprost,药品,b0_c11_779
b0_c11_781,他氟前列素,药品,b0_c11_792
b0_c11_782,tafluprost,药品,b0_c11_781
b0_c11_783,乙酰胺,药品,b0_c11_799
b0_c11_784,acetazolamide,药品,b0_c11_783
b0_c11_785,磺胺类制剂,药品,b0_c11_783
b0_c11_786,药物降眼压治疗,药物治疗,
b0_c11_787,眼局部应用的降眼压药物,药物治疗,b0_c11_786
b0_c11_788,拟胆碱作用药物,药物治疗,b0_c11_787
b0_c11_789,β 肾上腺素受体激动剂,药物治疗,b0_c11_787
b0_c11_790,β肾上腺素受体阻滞剂,药物治疗,b0_c11_787
b0_c11_791,α肾上腺素受体激动剂,药物治疗,b0_c11_787
b0_c11_792,前列腺素衍生物,药物治疗,b0_c11_229
b0_c11_793,NO 供体,药物治疗,b0_c11_787
b0_c11_794,Rho激酶抑制剂,药物治疗,b0_c11_787
b0_c11_795,复方固定制剂,药物治疗,b0_c11_787
b0_c11_796,前列腺素衍生物+β肾上腺素受体阻滞剂,药物治疗,b0_c11_795
b0_c11_797,β肾上腺素受体阻滞剂+碳酸酐酶抑制剂,药物治疗,b0_c11_795
b0_c11_798,β肾上腺素受体阻滞剂+α肾上腺素受体激动剂,药物治疗,b0_c11_795
b0_c11_799,全身应用的降眼压药,药物治疗,b0_c11_786
b0_c11_800,methazolamide,别名,b0_c11_832
b0_c11_801,mannitol,别名,b0_c11_486
b0_c11_802,selective laser trabeculoplasty,别名,b0_c11_821
b0_c11_803,SLT,别名,b0_c7_1287
b0_c11_804,MMC,别名,b0_c7_1117
b0_c11_805,5-FU,别名,b0_c11_836
b0_c11_806,Ahmedvalve,别名,b0_c11_822
b0_c11_807,micro-intraocular glaucoma surgery,别名,b0_c11_823
b0_c11_808,MIGS,别名,b0_c11_823
b0_c11_809,KDB,别名,b0_c11_824
b0_c11_810,GATT,别名,b0_c11_825
b0_c11_811,neuroprotection,别名,b0_c11_234
b0_c11_812,房水流出易度,解剖结构,b0_c11_821
b0_c11_813,滤过通道,解剖结构,b0_c11_530
b0_c11_814,巩膜瓣,解剖结构,b0_c23_1327
b0_c11_816,组织病理,解剖结构,b0_c0_79
b0_c11_817,视神经轴突,解剖结构,b0_c0_79
b0_c11_818,肝、肾功能不全,发病部位,b0_c11_783
b0_c11_819,颅内脱水,发病部位,
b0_c11_820,血液脱水,发病部位,
b0_c11_821,选择性激光小梁成形术,手术,b0_c22_582
b0_c11_822,青光眼引流阀,手术,b0_c1_464
b0_c11_823,微创切口的青光眼引流手术,手术,
b0_c11_824,KahookDualBlade,手术,b0_c11_823
b0_c11_825,Gonioscopy-Assisted Transluminal Trabeculotomy,手术,b0_c11_823
b0_c11_826,Xen,手术,b0_c11_823
